"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 09:07:30 GMT 2023","Thu Apr 27 09:07:38 GMT 2023","7453","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"failed","Thu Apr 27 09:07:57 GMT 2023","Thu Apr 27 09:07:58 GMT 2023","1330","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Thu Apr 27 09:08:05 GMT 2023","Thu Apr 27 09:08:07 GMT 2023","1492","","tests.DataListingTest","","tests.DataListingTest","testQuantityOfExperiences","TC9 - Number of workplaces","Get the size of workplaces' list"
"passed","Thu Apr 27 09:07:11 GMT 2023","Thu Apr 27 09:07:13 GMT 2023","2186","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"passed","Thu Apr 27 09:07:21 GMT 2023","Thu Apr 27 09:07:24 GMT 2023","2978","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"failed","Thu Apr 27 09:06:54 GMT 2023","Thu Apr 27 09:06:56 GMT 2023","1514","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
"passed","Thu Apr 27 09:07:26 GMT 2023","Thu Apr 27 09:07:27 GMT 2023","1056","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Thu Apr 27 09:07:59 GMT 2023","Thu Apr 27 09:08:01 GMT 2023","1350","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"passed","Thu Apr 27 09:07:19 GMT 2023","Thu Apr 27 09:07:21 GMT 2023","2305","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"passed","Thu Apr 27 09:08:03 GMT 2023","Thu Apr 27 09:08:05 GMT 2023","1663","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"failed","Thu Apr 27 09:07:03 GMT 2023","Thu Apr 27 09:07:09 GMT 2023","5605","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"failed","Thu Apr 27 09:07:27 GMT 2023","Thu Apr 27 09:07:30 GMT 2023","3743","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Thu Apr 27 09:08:02 GMT 2023","Thu Apr 27 09:08:03 GMT 2023","1612","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Thu Apr 27 09:07:38 GMT 2023","Thu Apr 27 09:07:55 GMT 2023","17293","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Thu Apr 27 09:06:48 GMT 2023","Thu Apr 27 09:06:53 GMT 2023","4628","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"failed","Thu Apr 27 09:06:56 GMT 2023","Thu Apr 27 09:06:57 GMT 2023","1475","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithWrongEmail","TC5 - Registration, Wrong email","Registration using wrong email"
"passed","Thu Apr 27 09:07:24 GMT 2023","Thu Apr 27 09:07:26 GMT 2023","1378","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"passed","Thu Apr 27 09:06:58 GMT 2023","Thu Apr 27 09:07:03 GMT 2023","5378","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","TC25 - Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"passed","Thu Apr 27 09:07:55 GMT 2023","Thu Apr 27 09:07:57 GMT 2023","1358","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testAcceptTerms","TC1 - Accept terms","Accept terms by clicking on OK button before Registration"
"passed","Thu Apr 27 09:07:58 GMT 2023","Thu Apr 27 09:07:59 GMT 2023","1334","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Thu Apr 27 09:07:09 GMT 2023","Thu Apr 27 09:07:10 GMT 2023","1979","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"passed","Thu Apr 27 09:08:07 GMT 2023","Thu Apr 27 09:08:14 GMT 2023","7394","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"failed","Thu Apr 27 09:07:13 GMT 2023","Thu Apr 27 09:07:17 GMT 2023","3891","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Thu Apr 27 09:08:01 GMT 2023","Thu Apr 27 09:08:02 GMT 2023","1126","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Thu Apr 27 09:07:17 GMT 2023","Thu Apr 27 09:07:19 GMT 2023","2263","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Thu Apr 27 09:06:53 GMT 2023","Thu Apr 27 09:06:54 GMT 2023","1569","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
