"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 23:52:52 GMT 2023","Sat Apr 22 23:52:54 GMT 2023","2118","","tests.ProfilePageTest","","tests.ProfilePageTest","testSetProfile","Set Profile","Set profile by giving credentials"
"failed","Sat Apr 22 23:52:47 GMT 2023","Sat Apr 22 23:52:49 GMT 2023","2180","","tests.ProfilePageTest","","tests.ProfilePageTest","testProfileUsername","Test profile name","Test if profile name is visible after setting account"
"passed","Sat Apr 22 23:52:05 GMT 2023","Sat Apr 22 23:52:07 GMT 2023","2014","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","Test Hire me button","Test if Hire me button navigates to Contact page"
"passed","Sat Apr 22 23:53:06 GMT 2023","Sat Apr 22 23:53:08 GMT 2023","2040","","tests.HomePageTest","","tests.HomePageTest","testLogout","Logout","Logging out after logging in"
"passed","Sat Apr 22 23:52:57 GMT 2023","Sat Apr 22 23:52:58 GMT 2023","1492","","tests.ResumePageTest","","tests.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"passed","Sat Apr 22 23:52:42 GMT 2023","Sat Apr 22 23:52:44 GMT 2023","1806","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture","Save picture1","Save picture to an existing file"
"failed","Sat Apr 22 23:53:05 GMT 2023","Sat Apr 22 23:53:06 GMT 2023","1157","","tests.AboutPageTest","","tests.AboutPageTest","testFileDownload","Test downloading CV","Failed download by clicking on 'Download CV' button"
"failed","Sat Apr 22 23:53:02 GMT 2023","Sat Apr 22 23:53:04 GMT 2023","1335","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithWrongEmail","Registration - Wrong email","Registration using wrong email"
"skipped","Sat Apr 22 23:52:42 GMT 2023","Sat Apr 22 23:52:42 GMT 2023","0","","tests.ContactPageTest","","tests.ContactPageTest","testContactFormWithoutCheckingCheckbox","Send message without checking checkbox","Unsuccessful message sending: 'Tooltip warning to check checkbox'"
"passed","Sat Apr 22 23:52:12 GMT 2023","Sat Apr 22 23:52:14 GMT 2023","1395","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithEnter","Login with Enter","Login pressing button Enter"
"failed","Sat Apr 22 23:52:14 GMT 2023","Sat Apr 22 23:52:25 GMT 2023","11730","","tests.BlogPageTest","","tests.BlogPageTest","testWriteBlogThemesFile","Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Sat Apr 22 23:52:07 GMT 2023","Sat Apr 22 23:52:08 GMT 2023","1257","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithWrongPassword","Wrong login2","Login with wrong password"
"passed","Sat Apr 22 23:52:10 GMT 2023","Sat Apr 22 23:52:11 GMT 2023","1206","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"passed","Sat Apr 22 23:52:45 GMT 2023","Sat Apr 22 23:52:47 GMT 2023","1679","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture2","Save picture2 repetition 2 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"failed","Sat Apr 22 23:52:39 GMT 2023","Sat Apr 22 23:52:42 GMT 2023","2318","","tests.ContactPageTest","","tests.ContactPageTest","testContactForm","Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"failed","Sat Apr 22 23:53:01 GMT 2023","Sat Apr 22 23:53:02 GMT 2023","1271","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithMissingPassword","Registration - Wrong password","Registration using wrong password"
