"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 28 22:54:05 GMT 2023","Fri Apr 28 22:54:07 GMT 2023","1378","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"passed","Fri Apr 28 22:53:37 GMT 2023","Fri Apr 28 22:53:44 GMT 2023","7380","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Fri Apr 28 22:53:20 GMT 2023","Fri Apr 28 22:53:22 GMT 2023","1939","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"passed","Fri Apr 28 22:53:02 GMT 2023","Fri Apr 28 22:53:09 GMT 2023","7684","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
"failed","Fri Apr 28 22:53:14 GMT 2023","Fri Apr 28 22:53:20 GMT 2023","6346","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Fri Apr 28 22:54:13 GMT 2023","Fri Apr 28 22:54:21 GMT 2023","7849","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Fri Apr 28 22:53:13 GMT 2023","Fri Apr 28 22:53:17 GMT 2023","4120","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"failed","Fri Apr 28 22:54:03 GMT 2023","Fri Apr 28 22:54:04 GMT 2023","1382","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Fri Apr 28 22:53:24 GMT 2023","Fri Apr 28 22:53:28 GMT 2023","3372","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"failed","Fri Apr 28 22:53:10 GMT 2023","Fri Apr 28 22:53:12 GMT 2023","2294","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
"failed","Fri Apr 28 22:53:33 GMT 2023","Fri Apr 28 22:53:37 GMT 2023","3656","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Fri Apr 28 22:54:11 GMT 2023","Fri Apr 28 22:54:13 GMT 2023","2121","","tests.DataListingTest","","tests.DataListingTest","testQuantityOfExperiences","TC9 - Number of workplaces","Get the size of workplaces' list"
"passed","Fri Apr 28 22:53:22 GMT 2023","Fri Apr 28 22:53:24 GMT 2023","2386","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Fri Apr 28 22:54:01 GMT 2023","Fri Apr 28 22:54:03 GMT 2023","1298","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testAcceptTerms","TC1 - Accept terms","Accept terms by clicking on OK button before Registration"
"failed","Fri Apr 28 22:53:02 GMT 2023","Fri Apr 28 22:53:12 GMT 2023","10805","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"passed","Fri Apr 28 22:54:08 GMT 2023","Fri Apr 28 22:54:09 GMT 2023","1681","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Fri Apr 28 22:54:07 GMT 2023","Fri Apr 28 22:54:08 GMT 2023","1117","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Fri Apr 28 22:54:09 GMT 2023","Fri Apr 28 22:54:11 GMT 2023","1813","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Fri Apr 28 22:53:02 GMT 2023","Fri Apr 28 22:53:14 GMT 2023","11948","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","TC25 - Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"failed","Fri Apr 28 22:53:17 GMT 2023","Fri Apr 28 22:53:22 GMT 2023","4477","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Fri Apr 28 22:53:32 GMT 2023","Fri Apr 28 22:53:33 GMT 2023","1131","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Fri Apr 28 22:54:04 GMT 2023","Fri Apr 28 22:54:05 GMT 2023","1157","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Fri Apr 28 22:53:31 GMT 2023","Fri Apr 28 22:53:32 GMT 2023","1379","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"failed","Fri Apr 28 22:53:12 GMT 2023","Fri Apr 28 22:53:16 GMT 2023","3873","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithWrongEmail","TC5 - Registration, Wrong email","Registration using wrong email"
"passed","Fri Apr 28 22:53:44 GMT 2023","Fri Apr 28 22:54:01 GMT 2023","17261","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Fri Apr 28 22:53:28 GMT 2023","Fri Apr 28 22:53:31 GMT 2023","2964","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
