"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 21:55:42 GMT 2023","Thu Apr 27 21:56:00 GMT 2023","17281","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Thu Apr 27 21:55:26 GMT 2023","Thu Apr 27 21:55:29 GMT 2023","2985","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"passed","Thu Apr 27 21:55:30 GMT 2023","Thu Apr 27 21:55:31 GMT 2023","1153","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Thu Apr 27 21:54:52 GMT 2023","Thu Apr 27 21:55:07 GMT 2023","15877","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
"failed","Thu Apr 27 21:55:31 GMT 2023","Thu Apr 27 21:55:35 GMT 2023","3740","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Thu Apr 27 21:56:12 GMT 2023","Thu Apr 27 21:56:20 GMT 2023","7424","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Thu Apr 27 21:55:20 GMT 2023","Thu Apr 27 21:55:22 GMT 2023","2372","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Thu Apr 27 21:56:05 GMT 2023","Thu Apr 27 21:56:07 GMT 2023","1186","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Thu Apr 27 21:56:03 GMT 2023","Thu Apr 27 21:56:04 GMT 2023","1255","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Thu Apr 27 21:55:18 GMT 2023","Thu Apr 27 21:55:20 GMT 2023","2068","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
