"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 19:04:17 GMT 2023","Sat Apr 22 19:04:18 GMT 2023","1197","","tests.HomePageTest","","tests.HomePageTest","testLogout","Logout","Logging out after logging in"
"passed","Sat Apr 22 19:03:59 GMT 2023","Sat Apr 22 19:04:02 GMT 2023","2871","","tests.ProfilePageTest","","tests.ProfilePageTest","testSetProfile","Set Profile","Set profile by giving credentials"
"passed","Sat Apr 22 19:04:08 GMT 2023","Sat Apr 22 19:04:09 GMT 2023","1469","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistration","Registration","Registration with right credentials"
"broken","Sat Apr 22 19:03:51 GMT 2023","Sat Apr 22 19:03:53 GMT 2023","2226","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture2","Save picture2 repetition 2 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Sat Apr 22 19:03:31 GMT 2023","Sat Apr 22 19:03:43 GMT 2023","12097","","tests.BlogPageTest","","tests.BlogPageTest","testGetTotalItems","Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Sat Apr 22 19:04:12 GMT 2023","Sat Apr 22 19:04:13 GMT 2023","1449","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithWrongEmail","Registration - Wrong email","Registration using wrong email"
"broken","Sat Apr 22 19:03:28 GMT 2023","Sat Apr 22 19:03:31 GMT 2023","2238","","tests.BlogPageTest","","tests.BlogPageTest","testWriteBlogThemesFile","Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"failed","Sat Apr 22 19:03:17 GMT 2023","Sat Apr 22 19:03:19 GMT 2023","2332","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"failed","Sat Apr 22 19:03:53 GMT 2023","Sat Apr 22 19:03:56 GMT 2023","3336","","tests.ProfilePageTest","","tests.ProfilePageTest","testProfileUsername","Test profile name","Test if profile name is visible after setting account"
"failed","Sat Apr 22 19:03:45 GMT 2023","Sat Apr 22 19:03:47 GMT 2023","2129","","tests.ContactPageTest","","tests.ContactPageTest","testContactForm","Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Sat Apr 22 19:04:18 GMT 2023","Sat Apr 22 19:04:25 GMT 2023","7098","","tests.SkillsPageTest","","tests.SkillsPageTest","testGetSkills","Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Sat Apr 22 19:03:24 GMT 2023","Sat Apr 22 19:03:25 GMT 2023","1323","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"passed","Sat Apr 22 19:04:06 GMT 2023","Sat Apr 22 19:04:08 GMT 2023","1649","","tests.ResumePageTest","","tests.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"passed","Sat Apr 22 19:04:09 GMT 2023","Sat Apr 22 19:04:10 GMT 2023","1502","","tests.RegisterPageTest","","tests.RegisterPageTest","testAcceptTerms","Accepting terms","Accept terms by clicking on OK button before Registration"
"passed","Sat Apr 22 19:03:56 GMT 2023","Sat Apr 22 19:03:59 GMT 2023","3043","","tests.ProfilePageTest","","tests.ProfilePageTest","testDeleteAccount","Delete Account","Click profile and delete account, then try login again"
"passed","Sat Apr 22 19:04:04 GMT 2023","Sat Apr 22 19:04:06 GMT 2023","1727","","tests.ResumePageTest","","tests.ResumePageTest","testExperience","Names of workplaces","Collect workplaces in String array and compare to a given file"
"failed","Sat Apr 22 19:04:15 GMT 2023","Sat Apr 22 19:04:17 GMT 2023","1909","","tests.AboutPageTest","","tests.AboutPageTest","testFileDownload","Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Sat Apr 22 19:03:47 GMT 2023","Sat Apr 22 19:03:49 GMT 2023","1674","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture","Save picture1","Save picture to an existing file"
"passed","Sat Apr 22 19:04:02 GMT 2023","Sat Apr 22 19:04:04 GMT 2023","1715","","tests.ResumePageTest","","tests.ResumePageTest","testYearsOfExperience","Periods of working times","Collect the work years in String array"
"failed","Sat Apr 22 19:04:13 GMT 2023","Sat Apr 22 19:04:15 GMT 2023","1491","","tests.RegisterPageTest","","tests.RegisterPageTest","testNotAcceptTerms","Refusing accepting terms","Close terms - not accepting it - by clicking on Close Icon"
"passed","Sat Apr 22 19:03:10 GMT 2023","Sat Apr 22 19:03:16 GMT 2023","6130","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"broken","Sat Apr 22 19:03:49 GMT 2023","Sat Apr 22 19:03:51 GMT 2023","2262","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture2","Save picture2 repetition 1 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Sat Apr 22 19:03:19 GMT 2023","Sat Apr 22 19:03:21 GMT 2023","1949","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","Test Hire me button","Test if Hire me button navigates to Contact page"
"passed","Sat Apr 22 19:03:25 GMT 2023","Sat Apr 22 19:03:27 GMT 2023","1369","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithoutRegistration","Wrong Login3","Login without registration"
"passed","Sat Apr 22 19:03:27 GMT 2023","Sat Apr 22 19:03:28 GMT 2023","1661","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithEnter","Login with Enter","Login pressing button Enter"
"failed","Sat Apr 22 19:04:11 GMT 2023","Sat Apr 22 19:04:12 GMT 2023","1431","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithMissingPassword","Registration - Wrong password","Registration using wrong password"
"passed","Sat Apr 22 19:03:43 GMT 2023","Sat Apr 22 19:03:45 GMT 2023","1991","","tests.ContactPageTest","","tests.ContactPageTest","testGetContactInfo","Contact information","Compare expected HashMap of Contact information with a given JSON file"
