"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 26 13:14:14 GMT 2023","Wed Apr 26 13:14:18 GMT 2023","4163","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Wed Apr 26 13:13:48 GMT 2023","Wed Apr 26 13:13:49 GMT 2023","1862","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Wed Apr 26 13:14:26 GMT 2023","Wed Apr 26 13:14:28 GMT 2023","1463","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2 repetition 1 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Wed Apr 26 13:14:38 GMT 2023","Wed Apr 26 13:14:49 GMT 2023","11419","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Wed Apr 26 13:14:18 GMT 2023","Wed Apr 26 13:14:21 GMT 2023","2623","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Wed Apr 26 13:14:49 GMT 2023","Wed Apr 26 13:15:12 GMT 2023","22666","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Wed Apr 26 13:14:29 GMT 2023","Wed Apr 26 13:14:31 GMT 2023","2330","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Wed Apr 26 13:14:23 GMT 2023","Wed Apr 26 13:14:25 GMT 2023","1182","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Wed Apr 26 13:14:28 GMT 2023","Wed Apr 26 13:14:29 GMT 2023","1332","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2 repetition 2 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Wed Apr 26 13:14:35 GMT 2023","Wed Apr 26 13:14:38 GMT 2023","3144","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
