"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 19:09:27 GMT 2023","Wed Apr 26 19:09:45 GMT 2023","17565","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Wed Apr 26 19:09:49 GMT 2023","Wed Apr 26 19:09:51 GMT 2023","1608","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"passed","Wed Apr 26 19:09:09 GMT 2023","Wed Apr 26 19:09:12 GMT 2023","3012","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"passed","Wed Apr 26 19:09:04 GMT 2023","Wed Apr 26 19:09:06 GMT 2023","2450","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Wed Apr 26 19:08:49 GMT 2023","Wed Apr 26 19:08:52 GMT 2023","2672","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","TC25 - Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"passed","Wed Apr 26 19:09:12 GMT 2023","Wed Apr 26 19:09:14 GMT 2023","1903","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"failed","Wed Apr 26 19:08:59 GMT 2023","Wed Apr 26 19:09:04 GMT 2023","4343","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Wed Apr 26 19:09:52 GMT 2023","Wed Apr 26 19:09:54 GMT 2023","1960","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Wed Apr 26 19:09:06 GMT 2023","Wed Apr 26 19:09:09 GMT 2023","2589","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"passed","Wed Apr 26 19:09:58 GMT 2023","Wed Apr 26 19:10:05 GMT 2023","7651","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Wed Apr 26 19:09:48 GMT 2023","Wed Apr 26 19:09:49 GMT 2023","1413","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Wed Apr 26 19:09:51 GMT 2023","Wed Apr 26 19:09:52 GMT 2023","1316","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Wed Apr 26 19:09:19 GMT 2023","Wed Apr 26 19:09:27 GMT 2023","7873","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"failed","Wed Apr 26 19:08:52 GMT 2023","Wed Apr 26 19:08:55 GMT 2023","2930","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
