"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 23 17:46:16 GMT 2023","Sun Apr 23 17:46:18 GMT 2023","1741","","tests.ContactPageTest","","tests.ContactPageTest","testGetContactInfo","Contact information","Compare expected HashMap of Contact information with a given JSON file"
"failed","Sun Apr 23 17:46:18 GMT 2023","Sun Apr 23 17:46:20 GMT 2023","2486","","tests.ContactPageTest","","tests.ContactPageTest","testContactForm","Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Sun Apr 23 17:45:59 GMT 2023","Sun Apr 23 17:46:00 GMT 2023","1291","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithoutRegistration","Wrong login3","Login without registration"
"passed","Sun Apr 23 17:45:55 GMT 2023","Sun Apr 23 17:45:56 GMT 2023","1325","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithWrongPassword","Wrong login2","Login with wrong password"
"passed","Sun Apr 23 17:46:29 GMT 2023","Sun Apr 23 17:46:31 GMT 2023","2123","","tests.ProfilePageTest","","tests.ProfilePageTest","testSetProfile","Set Profile","Set profile by giving credentials"
"failed","Sun Apr 23 17:45:50 GMT 2023","Sun Apr 23 17:45:52 GMT 2023","2173","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Sun Apr 23 17:45:58 GMT 2023","Sun Apr 23 17:45:59 GMT 2023","1256","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"failed","Sun Apr 23 17:46:40 GMT 2023","Sun Apr 23 17:46:41 GMT 2023","1305","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithWrongEmail","Registration - Wrong email","Registration using wrong email"
"failed","Sun Apr 23 17:46:43 GMT 2023","Sun Apr 23 17:46:45 GMT 2023","1790","","tests.AboutPageTest","","tests.AboutPageTest","testFileDownload","Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Sun Apr 23 17:46:22 GMT 2023","Sun Apr 23 17:46:23 GMT 2023","1412","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture2","Save picture2 repetition 1 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Sun Apr 23 17:45:41 GMT 2023","Sun Apr 23 17:45:50 GMT 2023","8938","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"passed","Sun Apr 23 17:46:04 GMT 2023","Sun Apr 23 17:46:16 GMT 2023","11966","","tests.BlogPageTest","","tests.BlogPageTest","testGetTotalItems","Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Sun Apr 23 17:46:25 GMT 2023","Sun Apr 23 17:46:27 GMT 2023","2291","","tests.ProfilePageTest","","tests.ProfilePageTest","testProfileUsername","Test profile name","Test if profile name is visible after setting account"
"passed","Sun Apr 23 17:46:45 GMT 2023","Sun Apr 23 17:46:47 GMT 2023","2092","","tests.HomePageTest","","tests.HomePageTest","testLogout","Logout","Logging out after logging in"
"skipped","Sun Apr 23 17:46:20 GMT 2023","Sun Apr 23 17:46:20 GMT 2023","0","","tests.ContactPageTest","","tests.ContactPageTest","testContactFormWithoutCheckingCheckbox","Send message without checking checkbox","Unsuccessful message sending: 'Tooltip warning to check checkbox'"
"passed","Sun Apr 23 17:46:33 GMT 2023","Sun Apr 23 17:46:35 GMT 2023","1643","","tests.ResumePageTest","","tests.ResumePageTest","testExperience","Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Sun Apr 23 17:45:52 GMT 2023","Sun Apr 23 17:45:55 GMT 2023","2157","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","Test Hire me button","Test if Hire me button navigates to Contact page"
"passed","Sun Apr 23 17:46:20 GMT 2023","Sun Apr 23 17:46:22 GMT 2023","1519","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture","Save picture1","Save picture to an existing file"
"passed","Sun Apr 23 17:46:36 GMT 2023","Sun Apr 23 17:46:37 GMT 2023","1328","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistration","Registration","Registration with right credentials"
"broken","Sun Apr 23 17:46:02 GMT 2023","Sun Apr 23 17:46:04 GMT 2023","2220","","tests.BlogPageTest","","tests.BlogPageTest","testWriteBlogThemesFile","Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Sun Apr 23 17:46:00 GMT 2023","Sun Apr 23 17:46:02 GMT 2023","1590","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithEnter","Login with Enter","Login pressing button Enter"
"passed","Sun Apr 23 17:46:27 GMT 2023","Sun Apr 23 17:46:29 GMT 2023","2335","","tests.ProfilePageTest","","tests.ProfilePageTest","testDeleteAccount","Delete Account","Click profile and delete account, then try login again"
"passed","Sun Apr 23 17:46:47 GMT 2023","Sun Apr 23 17:46:54 GMT 2023","7443","","tests.SkillsPageTest","","tests.SkillsPageTest","testGetSkills","Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Sun Apr 23 17:46:23 GMT 2023","Sun Apr 23 17:46:25 GMT 2023","1307","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture2","Save picture2 repetition 2 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Sun Apr 23 17:46:31 GMT 2023","Sun Apr 23 17:46:33 GMT 2023","1572","","tests.ResumePageTest","","tests.ResumePageTest","testYearsOfExperience","Periods of working times","Collect the work years in String array"
"passed","Sun Apr 23 17:46:37 GMT 2023","Sun Apr 23 17:46:39 GMT 2023","1407","","tests.RegisterPageTest","","tests.RegisterPageTest","testAcceptTerms","Accept terms","Accept terms by clicking on OK button before Registration"
"failed","Sun Apr 23 17:46:41 GMT 2023","Sun Apr 23 17:46:43 GMT 2023","1363","","tests.RegisterPageTest","","tests.RegisterPageTest","testNotAcceptTerms","Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"failed","Sun Apr 23 17:46:39 GMT 2023","Sun Apr 23 17:46:40 GMT 2023","1310","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithMissingPassword","Registration - Wrong password","Registration using wrong password"
"passed","Sun Apr 23 17:46:35 GMT 2023","Sun Apr 23 17:46:36 GMT 2023","1507","","tests.ResumePageTest","","tests.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"passed","Sun Apr 23 17:45:56 GMT 2023","Sun Apr 23 17:45:58 GMT 2023","1539","","tests.LoginPageTest","","tests.LoginPageTest","testLogin","Login","Login with right credentials, accepting terms"
