"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 12:34:39 GMT 2023","Thu Apr 27 12:34:47 GMT 2023","7910","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Thu Apr 27 12:34:29 GMT 2023","Thu Apr 27 12:34:31 GMT 2023","1535","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"failed","Thu Apr 27 12:33:16 GMT 2023","Thu Apr 27 12:33:18 GMT 2023","1333","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
"passed","Thu Apr 27 12:34:07 GMT 2023","Thu Apr 27 12:34:25 GMT 2023","17902","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Thu Apr 27 12:34:28 GMT 2023","Thu Apr 27 12:34:29 GMT 2023","1270","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Thu Apr 27 12:34:31 GMT 2023","Thu Apr 27 12:34:32 GMT 2023","1208","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"failed","Thu Apr 27 12:33:08 GMT 2023","Thu Apr 27 12:33:15 GMT 2023","6530","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"passed","Thu Apr 27 12:34:37 GMT 2023","Thu Apr 27 12:34:39 GMT 2023","2196","","tests.DataListingTest","","tests.DataListingTest","testQuantityOfExperiences","TC9 - Number of workplaces","Get the size of workplaces' list"
"failed","Thu Apr 27 12:34:26 GMT 2023","Thu Apr 27 12:34:28 GMT 2023","1432","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"failed","Thu Apr 27 12:33:55 GMT 2023","Thu Apr 27 12:33:59 GMT 2023","4337","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Thu Apr 27 12:33:51 GMT 2023","Thu Apr 27 12:33:53 GMT 2023","1867","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"failed","Thu Apr 27 12:33:36 GMT 2023","Thu Apr 27 12:33:41 GMT 2023","4927","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Thu Apr 27 12:33:53 GMT 2023","Thu Apr 27 12:33:55 GMT 2023","1694","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Thu Apr 27 12:33:41 GMT 2023","Thu Apr 27 12:33:44 GMT 2023","3647","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Thu Apr 27 12:33:33 GMT 2023","Thu Apr 27 12:33:36 GMT 2023","2610","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"passed","Thu Apr 27 12:33:44 GMT 2023","Thu Apr 27 12:33:48 GMT 2023","3882","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"failed","Thu Apr 27 12:33:25 GMT 2023","Thu Apr 27 12:33:31 GMT 2023","5775","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Thu Apr 27 12:33:48 GMT 2023","Thu Apr 27 12:33:51 GMT 2023","2952","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"passed","Thu Apr 27 12:33:59 GMT 2023","Thu Apr 27 12:34:07 GMT 2023","8068","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Thu Apr 27 12:34:25 GMT 2023","Thu Apr 27 12:34:26 GMT 2023","1403","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testAcceptTerms","TC1 - Accept terms","Accept terms by clicking on OK button before Registration"
"passed","Thu Apr 27 12:33:15 GMT 2023","Thu Apr 27 12:33:16 GMT 2023","1464","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
"passed","Thu Apr 27 12:33:31 GMT 2023","Thu Apr 27 12:33:33 GMT 2023","2392","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"passed","Thu Apr 27 12:34:34 GMT 2023","Thu Apr 27 12:34:37 GMT 2023","2416","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
