"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 22:11:51 GMT 2023","Thu Apr 27 22:11:53 GMT 2023","2714","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Thu Apr 27 22:11:58 GMT 2023","Thu Apr 27 22:12:01 GMT 2023","3672","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"failed","Thu Apr 27 22:12:38 GMT 2023","Thu Apr 27 22:12:40 GMT 2023","1648","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Thu Apr 27 22:12:44 GMT 2023","Thu Apr 27 22:12:47 GMT 2023","2141","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Thu Apr 27 22:12:43 GMT 2023","Thu Apr 27 22:12:44 GMT 2023","1395","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"failed","Thu Apr 27 22:11:35 GMT 2023","Thu Apr 27 22:11:39 GMT 2023","3470","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
"passed","Thu Apr 27 22:12:49 GMT 2023","Thu Apr 27 22:12:51 GMT 2023","2261","","tests.DataListingTest","","tests.DataListingTest","testQuantityOfExperiences","TC9 - Number of workplaces","Get the size of workplaces' list"
"passed","Thu Apr 27 22:11:53 GMT 2023","Thu Apr 27 22:11:58 GMT 2023","4200","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"passed","Thu Apr 27 22:11:22 GMT 2023","Thu Apr 27 22:11:40 GMT 2023","18541","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","TC25 - Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"failed","Thu Apr 27 22:11:45 GMT 2023","Thu Apr 27 22:11:51 GMT 2023","5756","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Thu Apr 27 22:11:39 GMT 2023","Thu Apr 27 22:11:45 GMT 2023","5407","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"passed","Thu Apr 27 22:12:36 GMT 2023","Thu Apr 27 22:12:38 GMT 2023","1619","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testAcceptTerms","TC1 - Accept terms","Accept terms by clicking on OK button before Registration"
"passed","Thu Apr 27 22:12:01 GMT 2023","Thu Apr 27 22:12:04 GMT 2023","2261","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"passed","Thu Apr 27 22:12:40 GMT 2023","Thu Apr 27 22:12:41 GMT 2023","1441","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"failed","Thu Apr 27 22:11:39 GMT 2023","Thu Apr 27 22:11:43 GMT 2023","4748","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithWrongEmail","TC5 - Registration, Wrong email","Registration using wrong email"
"failed","Thu Apr 27 22:12:06 GMT 2023","Thu Apr 27 22:12:10 GMT 2023","4143","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Thu Apr 27 22:12:10 GMT 2023","Thu Apr 27 22:12:19 GMT 2023","8681","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Thu Apr 27 22:11:22 GMT 2023","Thu Apr 27 22:11:35 GMT 2023","12864","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
"passed","Thu Apr 27 22:12:47 GMT 2023","Thu Apr 27 22:12:49 GMT 2023","2335","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Thu Apr 27 22:12:19 GMT 2023","Thu Apr 27 22:12:36 GMT 2023","17877","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Thu Apr 27 22:12:51 GMT 2023","Thu Apr 27 22:12:59 GMT 2023","7894","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Thu Apr 27 22:12:04 GMT 2023","Thu Apr 27 22:12:06 GMT 2023","2000","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"failed","Thu Apr 27 22:11:40 GMT 2023","Thu Apr 27 22:11:48 GMT 2023","7883","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Thu Apr 27 22:11:48 GMT 2023","Thu Apr 27 22:11:51 GMT 2023","2589","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"failed","Thu Apr 27 22:11:21 GMT 2023","Thu Apr 27 22:11:39 GMT 2023","17861","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"passed","Thu Apr 27 22:12:41 GMT 2023","Thu Apr 27 22:12:43 GMT 2023","1810","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
