"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Apr 24 17:36:42 GMT 2023","Mon Apr 24 17:36:42 GMT 2023","0","","tests.ContactPageTest","","tests.ContactPageTest","testContactFormWithoutCheckingCheckbox","Send message without checking checkbox","Unsuccessful message sending: 'Tooltip warning to check checkbox'"
"failed","Mon Apr 24 17:36:03 GMT 2023","Mon Apr 24 17:36:26 GMT 2023","23011","","tests.BlogPageTest","","tests.BlogPageTest","testWriteBlogTitlesFile","Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Mon Apr 24 17:35:55 GMT 2023","Mon Apr 24 17:35:56 GMT 2023","1388","","tests.LoginPageTest","","tests.LoginPageTest","testLogin","Login","Login with right credentials, accepting terms"
"passed","Mon Apr 24 17:36:50 GMT 2023","Mon Apr 24 17:36:52 GMT 2023","2342","","tests.ProfilePageTest","","tests.ProfilePageTest","testDeleteAccount","Delete Account","Click profile and delete account, then try login again"
"failed","Mon Apr 24 17:35:49 GMT 2023","Mon Apr 24 17:35:51 GMT 2023","2218","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Mon Apr 24 17:36:54 GMT 2023","Mon Apr 24 17:36:56 GMT 2023","1548","","tests.ResumePageTest","","tests.ResumePageTest","testYearsOfExperience","Periods of working times","Collect the work years in String array"
"passed","Mon Apr 24 17:36:26 GMT 2023","Mon Apr 24 17:36:39 GMT 2023","12575","","tests.BlogPageTest","","tests.BlogPageTest","testGetTotalItems","Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Mon Apr 24 17:36:39 GMT 2023","Mon Apr 24 17:36:40 GMT 2023","1677","","tests.ContactPageTest","","tests.ContactPageTest","testGetContactInfo","Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Mon Apr 24 17:36:42 GMT 2023","Mon Apr 24 17:36:44 GMT 2023","1714","","tests.BlogImageSaveTest","","tests.BlogImageSaveTest","testSavePicture","Save picture1","Save picture to an existing file"
"passed","Mon Apr 24 17:36:56 GMT 2023","Mon Apr 24 17:36:58 GMT 2023","1558","","tests.ResumePageTest","","tests.ResumePageTest","testExperience","Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Mon Apr 24 17:36:58 GMT 2023","Mon Apr 24 17:36:59 GMT 2023","1494","","tests.ResumePageTest","","tests.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"passed","Mon Apr 24 17:36:44 GMT 2023","Mon Apr 24 17:36:46 GMT 2023","1349","","tests.BlogImageSaveTest","","tests.BlogImageSaveTest","testSavePicture3","Save picture2 repetition 1 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Mon Apr 24 17:35:51 GMT 2023","Mon Apr 24 17:35:53 GMT 2023","1960","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"failed","Mon Apr 24 17:37:06 GMT 2023","Mon Apr 24 17:37:07 GMT 2023","1092","","tests.AboutPageTest","","tests.AboutPageTest","testFileDownload","Test downloading CV","Failed download by clicking on 'Download CV' button"
"failed","Mon Apr 24 17:37:03 GMT 2023","Mon Apr 24 17:37:05 GMT 2023","1351","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithWrongEmail","Registration - Wrong email","Registration using wrong email"
"failed","Mon Apr 24 17:36:47 GMT 2023","Mon Apr 24 17:36:50 GMT 2023","2834","","tests.ProfilePageTest","","tests.ProfilePageTest","testProfileUsername","Test profile name","Test if profile name is visible after setting account"
"passed","Mon Apr 24 17:37:07 GMT 2023","Mon Apr 24 17:37:09 GMT 2023","2156","","tests.HomePageTest","","tests.HomePageTest","testLogout","Logout","Logging out after logging in"
"passed","Mon Apr 24 17:35:56 GMT 2023","Mon Apr 24 17:35:57 GMT 2023","1195","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"passed","Mon Apr 24 17:35:57 GMT 2023","Mon Apr 24 17:35:59 GMT 2023","1260","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithoutRegistration","Wrong login3","Login without registration"
"failed","Mon Apr 24 17:37:05 GMT 2023","Mon Apr 24 17:37:06 GMT 2023","1490","","tests.RegisterPageTest","","tests.RegisterPageTest","testNotAcceptTerms","Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
