"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Apr 18 16:53:27 GMT 2023","Tue Apr 18 16:53:28 GMT 2023","1357","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testFileDownload","Test downloading CV","Clicking on Download button CV should be downloaded"
"passed","Tue Apr 18 16:53:59 GMT 2023","Tue Apr 18 16:54:00 GMT 2023","1079","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillTypes","Skill types","Collect all the Skill types in a String array"
"failed","Tue Apr 18 16:53:42 GMT 2023","Tue Apr 18 16:53:44 GMT 2023","2181","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testFrequentlyAskedQuestionLink","Test Frequently asked questions link","Clicking on FAQ link the user is thrown out of Portio webpage"
"passed","Tue Apr 18 16:51:57 GMT 2023","Tue Apr 18 16:51:58 GMT 2023","807","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithoutRegistration","Wrong Login3","Login without registration"
"failed","Tue Apr 18 16:52:17 GMT 2023","Tue Apr 18 16:52:34 GMT 2023","16803","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testWriteBlogThemesFile","Write file","Collect bolg titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Tue Apr 18 16:53:19 GMT 2023","Tue Apr 18 16:53:20 GMT 2023","1584","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testSlider","Move slider2","Move slider from the first item to the last one with drag and drop"
"passed","Tue Apr 18 16:51:52 GMT 2023","Tue Apr 18 16:51:54 GMT 2023","2435","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithWrongPassword","Wrong login2","Login with wrong password"
"passed","Tue Apr 18 16:53:12 GMT 2023","Tue Apr 18 16:53:13 GMT 2023","1121","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio","Number of Recent Works","Count numer of Recent Works"
"passed","Tue Apr 18 16:53:44 GMT 2023","Tue Apr 18 16:53:51 GMT 2023","7745","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testFacebookLink","Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"failed","Tue Apr 18 16:52:59 GMT 2023","Tue Apr 18 16:53:11 GMT 2023","11595","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testExperience","Workplaces","Collecting workplaces in String array and compare a given file"
"passed","Tue Apr 18 16:53:30 GMT 2023","Tue Apr 18 16:53:31 GMT 2023","1086","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkAbout","Navigate to AboutPage","Clicking on About link navigating to About page"
"passed","Tue Apr 18 16:53:58 GMT 2023","Tue Apr 18 16:53:59 GMT 2023","1131","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillPercents","Skill percents","Collect all the Skill percents in a String array"
"skipped","Tue Apr 18 16:52:04 GMT 2023","Tue Apr 18 16:52:04 GMT 2023","0","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testContactFormWithoutCheckingCheckbox","testContactFormWithoutCheckingCheckbox()",""
"passed","Tue Apr 18 16:53:20 GMT 2023","Tue Apr 18 16:53:27 GMT 2023","6271","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testMoveSlider","Move slider1","Move slider from the first item to the last one with pressing right arrow"
"passed","Tue Apr 18 16:51:59 GMT 2023","Tue Apr 18 16:52:00 GMT 2023","1278","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogout","Logout","Logging out after logging in"
"passed","Tue Apr 18 16:51:54 GMT 2023","Tue Apr 18 16:51:56 GMT 2023","1725","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogin","Login","Login with right credentials, accepting terms"
