"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 15:38:51 GMT 2023","Tue Apr 18 15:38:53 GMT 2023","1906","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testContentOfPortfolio","Titles of Recent Works","Get all the titles of Recent Works in a String array"
"skipped","Tue Apr 18 15:37:35 GMT 2023","Tue Apr 18 15:37:35 GMT 2023","0","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testContactFormWithoutCheckingCheckbox","testContactFormWithoutCheckingCheckbox()",""
"failed","Tue Apr 18 15:37:33 GMT 2023","Tue Apr 18 15:37:35 GMT 2023","2249","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testContactForm","Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Tue Apr 18 15:38:49 GMT 2023","Tue Apr 18 15:38:50 GMT 2023","1708","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"failed","Tue Apr 18 15:39:06 GMT 2023","Tue Apr 18 15:39:08 GMT 2023","2318","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testFileDownload","Test downloading CV",""
"passed","Tue Apr 18 15:39:37 GMT 2023","Tue Apr 18 15:39:39 GMT 2023","1674","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testLinkCaseStudyOne","Test Case Study One link","Scroll down to Recent Works and click on the first work, CAse Study One"
"passed","Tue Apr 18 15:38:30 GMT 2023","Tue Apr 18 15:38:33 GMT 2023","2764","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testDeleteAccount","Delete Account","Click profile and delete account"
"passed","Tue Apr 18 15:38:53 GMT 2023","Tue Apr 18 15:38:55 GMT 2023","1540","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistration","Registration","Registration with right credentials"
"passed","Tue Apr 18 15:37:29 GMT 2023","Tue Apr 18 15:37:31 GMT 2023","1395","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogout","Logout","Logging out after logging in"
"passed","Tue Apr 18 15:37:50 GMT 2023","Tue Apr 18 15:37:56 GMT 2023","6682","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testSavePicture2","Save picture2",""
"passed","Tue Apr 18 15:39:40 GMT 2023","Tue Apr 18 15:39:42 GMT 2023","2216","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testClickOnNextCase","Pagination with case study links","Click on the first recent work (Case Study One) and then click case study links one after each other, at the buttom of the page"
"passed","Tue Apr 18 15:38:35 GMT 2023","Tue Apr 18 15:38:36 GMT 2023","1973","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testYearsOfExperience","Periods of working time","Collect the work years in String array"
"failed","Tue Apr 18 15:38:55 GMT 2023","Tue Apr 18 15:38:56 GMT 2023","1568","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistrationWithMissingPassword","Registration - Wrong password","Registration using wrong password"
"passed","Tue Apr 18 15:39:17 GMT 2023","Tue Apr 18 15:39:24 GMT 2023","7535","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testLinkedinLink","Test Linkedin link",""
"passed","Tue Apr 18 15:39:10 GMT 2023","Tue Apr 18 15:39:12 GMT 2023","1282","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkAbout","testLinkAbout()",""
"failed","Tue Apr 18 15:38:36 GMT 2023","Tue Apr 18 15:38:48 GMT 2023","12016","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testExperience","Workplaces","Collecting workplaces in String array and compare a given file"
"passed","Tue Apr 18 15:39:00 GMT 2023","Tue Apr 18 15:39:06 GMT 2023","6497","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testMoveSlider","Move slider1","Move slider from the first item to the last one with pressing right arrow"
"passed","Tue Apr 18 15:39:42 GMT 2023","Tue Apr 18 15:39:44 GMT 2023","1345","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillPercents","Skill percents","Collect all the Skill percents in a String array"
"passed","Tue Apr 18 15:37:27 GMT 2023","Tue Apr 18 15:37:28 GMT 2023","807","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithoutRegistration","Wrong Login3","Login without registration"
"failed","Tue Apr 18 15:38:56 GMT 2023","Tue Apr 18 15:38:58 GMT 2023","1463","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistrationWithWrongEmail","Registration - Wrong email","Registration using wrong email"
"passed","Tue Apr 18 15:39:14 GMT 2023","Tue Apr 18 15:39:15 GMT 2023","1187","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkBlog","testLinkBlog()",""
"passed","Tue Apr 18 15:38:58 GMT 2023","Tue Apr 18 15:39:00 GMT 2023","1708","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testSlider","Move slider2","Move slider from the first item to the last one with drag and drop"
"skipped","Tue Apr 18 15:39:06 GMT 2023","Tue Apr 18 15:39:06 GMT 2023","0","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testQuantityOfSlides2","Count items in slider","Count the number of items in the slider"
"passed","Tue Apr 18 15:38:33 GMT 2023","Tue Apr 18 15:38:34 GMT 2023","1940","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testSetProfile","Set Profile","Set profile by giving credentials"
"passed","Tue Apr 18 15:39:44 GMT 2023","Tue Apr 18 15:39:45 GMT 2023","1292","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillTypes","Skill types","Collect all the Skill types in a String array"
"passed","Tue Apr 18 15:39:45 GMT 2023","Tue Apr 18 15:39:52 GMT 2023","7229","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkills","Skill types & percents HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Tue Apr 18 15:39:26 GMT 2023","Tue Apr 18 15:39:34 GMT 2023","7993","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testFacebookLink","Test Facebook link",""
"passed","Tue Apr 18 15:37:28 GMT 2023","Tue Apr 18 15:37:29 GMT 2023","1121","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithEnter","Login with Enter","Login pressing button Enter"
"passed","Tue Apr 18 15:39:09 GMT 2023","Tue Apr 18 15:39:10 GMT 2023","1889","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testButtonHireMe","Test Hire me button",""
"failed","Tue Apr 18 15:38:27 GMT 2023","Tue Apr 18 15:38:30 GMT 2023","2746","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testProfileUsername","Test profile name","Test is profile name visible after setting account"
"passed","Tue Apr 18 15:39:15 GMT 2023","Tue Apr 18 15:39:16 GMT 2023","1225","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkWork","testLinkWork()",""
"passed","Tue Apr 18 15:37:35 GMT 2023","Tue Apr 18 15:37:42 GMT 2023","7093","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testSavePicture","Save picture1",""
"failed","Tue Apr 18 15:37:56 GMT 2023","Tue Apr 18 15:38:07 GMT 2023","10472","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testWriteBlogThemesFile","Write file",""
"failed","Tue Apr 18 15:39:39 GMT 2023","Tue Apr 18 15:39:40 GMT 2023","1432","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testClickOnNextArrow","Pagination with next arrow","Failed pagination, next-arrow doesn't work"
"passed","Tue Apr 18 15:37:26 GMT 2023","Tue Apr 18 15:37:27 GMT 2023","1378","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"passed","Tue Apr 18 15:38:07 GMT 2023","Tue Apr 18 15:38:27 GMT 2023","20061","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testGetTotalItems","Counting number of blog items",""
"passed","Tue Apr 18 15:37:21 GMT 2023","Tue Apr 18 15:37:24 GMT 2023","2953","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithWrongPassword","Wrong login2","Login with wrong password"
"failed","Tue Apr 18 15:39:34 GMT 2023","Tue Apr 18 15:39:37 GMT 2023","2346","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testPrivacyAndPolicyLink","Test Privacy and policy link",""
"passed","Tue Apr 18 15:39:12 GMT 2023","Tue Apr 18 15:39:13 GMT 2023","1196","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkService","testLinkService()",""
"passed","Tue Apr 18 15:37:24 GMT 2023","Tue Apr 18 15:37:26 GMT 2023","2073","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogin","Login","Login with right credentials, accepting terms"
"passed","Tue Apr 18 15:39:13 GMT 2023","Tue Apr 18 15:39:14 GMT 2023","1181","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkSkills","testLinkSkills()",""
"passed","Tue Apr 18 15:37:31 GMT 2023","Tue Apr 18 15:37:33 GMT 2023","2005","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testGetContactInfo","Contact information","Compare expected HashMap of information with a given json file"
"failed","Tue Apr 18 15:37:42 GMT 2023","Tue Apr 18 15:37:50 GMT 2023","7604","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testGetTags","Collect blog titles and blogs' tag",""
"passed","Tue Apr 18 15:38:50 GMT 2023","Tue Apr 18 15:38:51 GMT 2023","1177","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio","Number of Recent Works","Count numer of Recent Works"
