"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 20:14:42 GMT 2023","Sun Apr 16 20:14:52 GMT 2023","9209","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testSavePicture","testSavePicture()",""
"passed","Sun Apr 16 20:14:57 GMT 2023","Sun Apr 16 20:15:00 GMT 2023","2569","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio","testQuantityOfPortfolio()",""
"passed","Sun Apr 16 20:15:54 GMT 2023","Sun Apr 16 20:15:57 GMT 2023","3008","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillTypes","testGetSkillTypes()",""
"passed","Sun Apr 16 20:14:59 GMT 2023","Sun Apr 16 20:15:05 GMT 2023","5954","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testDeleteAccount","testDeleteAccount()",""
"passed","Sun Apr 16 20:15:41 GMT 2023","Sun Apr 16 20:15:45 GMT 2023","3653","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testLinkCaseStudyOne","testLinkCaseStudyOne()",""
"failed","Sun Apr 16 20:16:05 GMT 2023","Sun Apr 16 20:16:08 GMT 2023","2514","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistrationWithWrongEmail","testRegistrationWithWrongEmail()",""
"passed","Sun Apr 16 20:14:52 GMT 2023","Sun Apr 16 20:14:57 GMT 2023","4135","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testNavigateToContactPageWithContactMeButton","testNavigateToContactPageWithContactMeButton()",""
"failed","Sun Apr 16 20:14:42 GMT 2023","Sun Apr 16 20:14:47 GMT 2023","4413","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testNavigateFromContactPageBackToHomePage","testNavigateFromContactPageBackToHomePage()",""
"failed","Sun Apr 16 20:14:52 GMT 2023","Sun Apr 16 20:15:03 GMT 2023","11768","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testGetTags","testGetTags()",""
"broken","Sun Apr 16 20:16:12 GMT 2023","Sun Apr 16 20:16:15 GMT 2023","2744","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testFacebookLink","testFacebookLink()",""
