"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 14:33:19 GMT 2023","Sun Apr 16 14:33:21 GMT 2023","1597","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testSetProfile","testSetProfile()",""
"failed","Sun Apr 16 14:33:03 GMT 2023","Sun Apr 16 14:33:04 GMT 2023","1311","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistrationWithWrongEmail","testRegistrationWithWrongEmail()",""
"passed","Sun Apr 16 14:34:16 GMT 2023","Sun Apr 16 14:34:17 GMT 2023","1391","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testLinkCaseStudyOne","testLinkCaseStudyOne()",""
"passed","Sun Apr 16 14:32:36 GMT 2023","Sun Apr 16 14:32:37 GMT 2023","1144","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testQuantityOfExperiences","testQuantityOfExperiences()",""
"passed","Sun Apr 16 14:31:03 GMT 2023","Sun Apr 16 14:31:04 GMT 2023","1483","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testLinkWork","testLinkWork()",""
"passed","Sun Apr 16 14:31:03 GMT 2023","Sun Apr 16 14:31:04 GMT 2023","1422","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testLinkAbout","testLinkAbout()",""
"passed","Sun Apr 16 14:34:28 GMT 2023","Sun Apr 16 14:34:29 GMT 2023","1063","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testLinkBlog","testLinkBlog()",""
"passed","Sun Apr 16 14:30:16 GMT 2023","Sun Apr 16 14:30:17 GMT 2023","1446","","org.example.portio.BaseTest","","org.example.portio.BaseTest","testLinkAbout","testLinkAbout()",""
"passed","Sun Apr 16 14:33:17 GMT 2023","Sun Apr 16 14:33:18 GMT 2023","1019","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testLinkBlog","testLinkBlog()",""
"failed","Sun Apr 16 14:34:05 GMT 2023","Sun Apr 16 14:34:07 GMT 2023","1755","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testPrivacyAndPolicyLink","testPrivacyAndPolicyLink()",""
"passed","Sun Apr 16 14:32:53 GMT 2023","Sun Apr 16 14:32:54 GMT 2023","1049","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testLinkBlog","testLinkBlog()",""
"failed","Sun Apr 16 14:30:37 GMT 2023","Sun Apr 16 14:30:39 GMT 2023","2609","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testContactForm","testContactForm()",""
"passed","Sun Apr 16 14:30:15 GMT 2023","Sun Apr 16 14:30:17 GMT 2023","1573","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithMissingUsername","testLoginWithMissingUsername()",""
"passed","Sun Apr 16 14:30:58 GMT 2023","Sun Apr 16 14:31:00 GMT 2023","1545","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testLinkResume","testLinkResume()",""
"passed","Sun Apr 16 14:33:04 GMT 2023","Sun Apr 16 14:33:05 GMT 2023","1035","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testLinkContact","testLinkContact()",""
"passed","Sun Apr 16 14:30:28 GMT 2023","Sun Apr 16 14:30:29 GMT 2023","1108","","org.example.portio.BaseTest","","org.example.portio.BaseTest","testLinkBlog","testLinkBlog()",""
"passed","Sun Apr 16 14:34:45 GMT 2023","Sun Apr 16 14:34:46 GMT 2023","1081","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testLinkService","testLinkService()",""
"passed","Sun Apr 16 14:34:49 GMT 2023","Sun Apr 16 14:34:50 GMT 2023","1044","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testLinkWork","testLinkWork()",""
"failed","Sun Apr 16 14:30:53 GMT 2023","Sun Apr 16 14:30:56 GMT 2023","2851","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testProfileUsername","testProfileUsername()",""
"passed","Sun Apr 16 14:32:32 GMT 2023","Sun Apr 16 14:32:33 GMT 2023","1660","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testYearsOfExperience","testYearsOfExperience()",""
"passed","Sun Apr 16 14:31:04 GMT 2023","Sun Apr 16 14:31:11 GMT 2023","7101","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testButtonSeeAllPosts","testButtonSeeAllPosts()",""
"passed","Sun Apr 16 14:30:17 GMT 2023","Sun Apr 16 14:30:18 GMT 2023","1053","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithoutRegistration","testLoginWithoutRegistration()",""
"passed","Sun Apr 16 14:31:18 GMT 2023","Sun Apr 16 14:31:20 GMT 2023","1958","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testSetProfile","testSetProfile()",""
"broken","Sun Apr 16 14:31:21 GMT 2023","Sun Apr 16 14:31:39 GMT 2023","17168","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testHomeLink","testHomeLink()",""
"passed","Sun Apr 16 14:33:37 GMT 2023","Sun Apr 16 14:33:38 GMT 2023","1008","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testLinkBlog","testLinkBlog()",""
"passed","Sun Apr 16 14:32:56 GMT 2023","Sun Apr 16 14:32:58 GMT 2023","1039","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio","testQuantityOfPortfolio()",""
"failed","Sun Apr 16 14:31:45 GMT 2023","Sun Apr 16 14:31:55 GMT 2023","9927","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testWriteBlogThemesFile","testWriteBlogThemesFile()",""
"passed","Sun Apr 16 14:34:35 GMT 2023","Sun Apr 16 14:34:36 GMT 2023","1045","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testLinkContact","testLinkContact()",""
"passed","Sun Apr 16 14:30:45 GMT 2023","Sun Apr 16 14:30:46 GMT 2023","1574","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testLinkResume","testLinkResume()",""
"passed","Sun Apr 16 14:30:36 GMT 2023","Sun Apr 16 14:30:43 GMT 2023","6914","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testButtonSeeAllPosts","testButtonSeeAllPosts()",""
"passed","Sun Apr 16 14:30:42 GMT 2023","Sun Apr 16 14:30:44 GMT 2023","2264","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testNavigateToContactPageWithContactMeButton","testNavigateToContactPageWithContactMeButton()",""
"passed","Sun Apr 16 14:30:43 GMT 2023","Sun Apr 16 14:30:45 GMT 2023","1609","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testLinkService","testLinkService()",""
"failed","Sun Apr 16 14:31:20 GMT 2023","Sun Apr 16 14:31:22 GMT 2023","1847","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testFileDownload","testFileDownload()",""
"passed","Sun Apr 16 14:33:38 GMT 2023","Sun Apr 16 14:33:39 GMT 2023","995","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testLinkWork","testLinkWork()",""
"passed","Sun Apr 16 14:30:51 GMT 2023","Sun Apr 16 14:30:53 GMT 2023","2115","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testSetProfile","testSetProfile()",""
"passed","Sun Apr 16 14:30:13 GMT 2023","Sun Apr 16 14:30:16 GMT 2023","2405","","org.example.portio.BaseTest","","org.example.portio.BaseTest","testLinkCaseStudyOne","testLinkCaseStudyOne()",""
"passed","Sun Apr 16 14:34:17 GMT 2023","Sun Apr 16 14:34:18 GMT 2023","1092","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testLinkAbout","testLinkAbout()",""
"passed","Sun Apr 16 14:34:53 GMT 2023","Sun Apr 16 14:34:54 GMT 2023","1068","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillTypes","testGetSkillTypes()",""
"passed","Sun Apr 16 14:31:14 GMT 2023","Sun Apr 16 14:31:15 GMT 2023","1468","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testLinkSkills","testLinkSkills()",""
"passed","Sun Apr 16 14:30:57 GMT 2023","Sun Apr 16 14:30:58 GMT 2023","1393","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testLinkService","testLinkService()",""
"passed","Sun Apr 16 14:32:55 GMT 2023","Sun Apr 16 14:32:56 GMT 2023","1598","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testSetProfile","testSetProfile()",""
"passed","Sun Apr 16 14:32:18 GMT 2023","Sun Apr 16 14:32:25 GMT 2023","6450","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testButtonSeeAllPosts","testButtonSeeAllPosts()",""
"passed","Sun Apr 16 14:31:11 GMT 2023","Sun Apr 16 14:31:12 GMT 2023","1385","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testLinkService","testLinkService()",""
"passed","Sun Apr 16 14:32:16 GMT 2023","Sun Apr 16 14:32:17 GMT 2023","1388","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testLinkCaseStudyOne","testLinkCaseStudyOne()",""
"passed","Sun Apr 16 14:33:39 GMT 2023","Sun Apr 16 14:33:40 GMT 2023","1697","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testSetProfile","testSetProfile()",""
"passed","Sun Apr 16 14:30:10 GMT 2023","Sun Apr 16 14:30:13 GMT 2023","3021","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithWrongPassword","testLoginWithWrongPassword()",""
