"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 17:43:15 GMT 2023","Wed Apr 26 17:43:17 GMT 2023","2573","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"failed","Wed Apr 26 17:43:07 GMT 2023","Wed Apr 26 17:43:09 GMT 2023","1643","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithWrongEmail","TC5 - Registration, Wrong email","Registration using wrong email"
"passed","Wed Apr 26 17:44:28 GMT 2023","Wed Apr 26 17:44:30 GMT 2023","1908","","tests.DataListingTest","","tests.DataListingTest","testQuantityOfExperiences","TC9 - Number of workplaces","Get the size of workplaces' list"
"passed","Wed Apr 26 17:44:30 GMT 2023","Wed Apr 26 17:44:37 GMT 2023","7843","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Wed Apr 26 17:44:16 GMT 2023","Wed Apr 26 17:44:17 GMT 2023","1548","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testAcceptTerms","TC1 - Accept terms","Accept terms by clicking on OK button before Registration"
"passed","Wed Apr 26 17:44:19 GMT 2023","Wed Apr 26 17:44:20 GMT 2023","1392","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"failed","Wed Apr 26 17:42:58 GMT 2023","Wed Apr 26 17:43:04 GMT 2023","5072","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"passed","Wed Apr 26 17:43:25 GMT 2023","Wed Apr 26 17:43:27 GMT 2023","2831","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"passed","Wed Apr 26 17:43:09 GMT 2023","Wed Apr 26 17:43:11 GMT 2023","2633","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","TC25 - Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"passed","Wed Apr 26 17:43:36 GMT 2023","Wed Apr 26 17:43:38 GMT 2023","1577","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2 repetition 1 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"failed","Wed Apr 26 17:44:17 GMT 2023","Wed Apr 26 17:44:19 GMT 2023","1592","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Wed Apr 26 17:44:22 GMT 2023","Wed Apr 26 17:44:23 GMT 2023","1317","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Wed Apr 26 17:43:38 GMT 2023","Wed Apr 26 17:43:39 GMT 2023","1468","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2 repetition 2 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Wed Apr 26 17:44:23 GMT 2023","Wed Apr 26 17:44:26 GMT 2023","2384","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Wed Apr 26 17:43:53 GMT 2023","Wed Apr 26 17:44:16 GMT 2023","22749","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Wed Apr 26 17:43:20 GMT 2023","Wed Apr 26 17:43:25 GMT 2023","4477","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Wed Apr 26 17:43:27 GMT 2023","Wed Apr 26 17:43:30 GMT 2023","2957","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"failed","Wed Apr 26 17:43:11 GMT 2023","Wed Apr 26 17:43:15 GMT 2023","3315","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Wed Apr 26 17:43:42 GMT 2023","Wed Apr 26 17:43:53 GMT 2023","11277","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Wed Apr 26 17:43:30 GMT 2023","Wed Apr 26 17:43:34 GMT 2023","3890","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"passed","Wed Apr 26 17:43:34 GMT 2023","Wed Apr 26 17:43:36 GMT 2023","2111","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"failed","Wed Apr 26 17:43:39 GMT 2023","Wed Apr 26 17:43:42 GMT 2023","2140","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Wed Apr 26 17:43:17 GMT 2023","Wed Apr 26 17:43:20 GMT 2023","2657","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"passed","Wed Apr 26 17:44:26 GMT 2023","Wed Apr 26 17:44:28 GMT 2023","1887","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Wed Apr 26 17:44:20 GMT 2023","Wed Apr 26 17:44:22 GMT 2023","1737","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"passed","Wed Apr 26 17:43:04 GMT 2023","Wed Apr 26 17:43:06 GMT 2023","1661","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
"failed","Wed Apr 26 17:43:06 GMT 2023","Wed Apr 26 17:43:07 GMT 2023","1519","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
