"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 21:54:11 GMT 2023","Wed Apr 26 21:54:19 GMT 2023","7476","","tests.DataListingTest","","tests.DataListingTest","testGetSkills","TC11 - Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Wed Apr 26 21:53:15 GMT 2023","Wed Apr 26 21:53:17 GMT 2023","2199","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"failed","Wed Apr 26 21:53:01 GMT 2023","Wed Apr 26 21:53:02 GMT 2023","1361","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithWrongEmail","TC5 - Registration, Wrong email","Registration using wrong email"
"failed","Wed Apr 26 21:53:07 GMT 2023","Wed Apr 26 21:53:13 GMT 2023","5720","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","TC24 - Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Wed Apr 26 21:53:28 GMT 2023","Wed Apr 26 21:53:30 GMT 2023","1444","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"passed","Wed Apr 26 21:54:00 GMT 2023","Wed Apr 26 21:54:01 GMT 2023","1342","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testAcceptTerms","TC1 - Accept terms","Accept terms by clicking on OK button before Registration"
"passed","Wed Apr 26 21:54:06 GMT 2023","Wed Apr 26 21:54:08 GMT 2023","1678","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"failed","Wed Apr 26 21:52:59 GMT 2023","Wed Apr 26 21:53:01 GMT 2023","1325","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
"failed","Wed Apr 26 21:54:01 GMT 2023","Wed Apr 26 21:54:02 GMT 2023","1345","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Wed Apr 26 21:54:08 GMT 2023","Wed Apr 26 21:54:10 GMT 2023","1618","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Wed Apr 26 21:54:05 GMT 2023","Wed Apr 26 21:54:06 GMT 2023","1108","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"passed","Wed Apr 26 21:54:04 GMT 2023","Wed Apr 26 21:54:05 GMT 2023","1507","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"passed","Wed Apr 26 21:53:02 GMT 2023","Wed Apr 26 21:53:07 GMT 2023","5084","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","TC25 - Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"passed","Wed Apr 26 21:53:23 GMT 2023","Wed Apr 26 21:53:25 GMT 2023","2325","","tests.DataDeletionTest","","tests.DataDeletionTest","testDeleteAccount","TC19 - Delete Account","Click profile and delete account, then try login again"
"passed","Wed Apr 26 21:53:25 GMT 2023","Wed Apr 26 21:53:28 GMT 2023","2995","","tests.SequentialDataInputTest","","tests.SequentialDataInputTest","testLoginMultipleUsers","TC17 - Sequential login","Login repeatedly with valid credentials from JSON file."
"passed","Wed Apr 26 21:53:42 GMT 2023","Wed Apr 26 21:54:00 GMT 2023","17329","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Wed Apr 26 21:52:54 GMT 2023","Wed Apr 26 21:52:58 GMT 2023","3437","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"passed","Wed Apr 26 21:53:35 GMT 2023","Wed Apr 26 21:53:42 GMT 2023","7506","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Wed Apr 26 21:54:10 GMT 2023","Wed Apr 26 21:54:11 GMT 2023","1578","","tests.DataListingTest","","tests.DataListingTest","testQuantityOfExperiences","TC9 - Number of workplaces","Get the size of workplaces' list"
"failed","Wed Apr 26 21:53:17 GMT 2023","Wed Apr 26 21:53:21 GMT 2023","3909","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Wed Apr 26 21:53:21 GMT 2023","Wed Apr 26 21:53:23 GMT 2023","2197","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"failed","Wed Apr 26 21:53:31 GMT 2023","Wed Apr 26 21:53:35 GMT 2023","3740","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"passed","Wed Apr 26 21:54:02 GMT 2023","Wed Apr 26 21:54:04 GMT 2023","1281","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Wed Apr 26 21:52:58 GMT 2023","Wed Apr 26 21:52:59 GMT 2023","1410","","tests.RegistrationTest","","tests.RegistrationTest","testRegistration","TC3 - Registration","Registration with right credentials"
"passed","Wed Apr 26 21:53:30 GMT 2023","Wed Apr 26 21:53:31 GMT 2023","1160","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Wed Apr 26 21:53:13 GMT 2023","Wed Apr 26 21:53:15 GMT 2023","1897","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
