"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 14:34:40 GMT 2023","Tue Apr 18 14:34:42 GMT 2023","1251","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkBlog","testLinkBlog()",""
"passed","Tue Apr 18 14:34:17 GMT 2023","Tue Apr 18 14:34:19 GMT 2023","1790","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testContentOfPortfolio","testContentOfPortfolio()",""
"passed","Tue Apr 18 14:34:43 GMT 2023","Tue Apr 18 14:34:49 GMT 2023","6506","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testLinkedinLink","Test Linkedin link",""
"passed","Tue Apr 18 14:32:51 GMT 2023","Tue Apr 18 14:32:53 GMT 2023","1865","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogin","testLogin()",""
"passed","Tue Apr 18 14:32:56 GMT 2023","Tue Apr 18 14:32:57 GMT 2023","1251","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithEnter","testLoginWithEnter()",""
"passed","Tue Apr 18 14:34:00 GMT 2023","Tue Apr 18 14:34:02 GMT 2023","1929","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testYearsOfExperience","Periods of working time","Collect the work years in String array"
"passed","Tue Apr 18 14:34:42 GMT 2023","Tue Apr 18 14:34:43 GMT 2023","1184","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkWork","testLinkWork()",""
"passed","Tue Apr 18 14:33:58 GMT 2023","Tue Apr 18 14:34:00 GMT 2023","1844","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testSetProfile","testSetProfile()",""
"passed","Tue Apr 18 14:34:38 GMT 2023","Tue Apr 18 14:34:39 GMT 2023","1212","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkService","testLinkService()",""
"skipped","Tue Apr 18 14:34:33 GMT 2023","Tue Apr 18 14:34:33 GMT 2023","0","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testQuantityOfSlides2","testQuantityOfSlides2()",""
"passed","Tue Apr 18 14:32:49 GMT 2023","Tue Apr 18 14:32:51 GMT 2023","2571","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithWrongPassword","testLoginWithWrongPassword()",""
"passed","Tue Apr 18 14:32:57 GMT 2023","Tue Apr 18 14:32:58 GMT 2023","1432","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogout","testLogout()",""
"passed","Tue Apr 18 14:34:39 GMT 2023","Tue Apr 18 14:34:40 GMT 2023","1240","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkSkills","testLinkSkills()",""
"passed","Tue Apr 18 14:34:52 GMT 2023","Tue Apr 18 14:34:59 GMT 2023","7866","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testFacebookLink","Test Facebook link",""
"passed","Tue Apr 18 14:35:05 GMT 2023","Tue Apr 18 14:35:07 GMT 2023","1970","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testClickOnNextCase","Pagination with case study links","Click on the first recent work (Case Study One) and then click case study links one after each other, at the buttom of the page"
"passed","Tue Apr 18 14:34:37 GMT 2023","Tue Apr 18 14:34:38 GMT 2023","1237","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkAbout","testLinkAbout()",""
"passed","Tue Apr 18 14:34:19 GMT 2023","Tue Apr 18 14:34:20 GMT 2023","1206","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio2","testQuantityOfPortfolio2()",""
"failed","Tue Apr 18 14:33:23 GMT 2023","Tue Apr 18 14:33:34 GMT 2023","10214","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testWriteBlogThemesFile","Write file",""
"failed","Tue Apr 18 14:33:09 GMT 2023","Tue Apr 18 14:33:17 GMT 2023","7443","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testGetTags","Collect blog titles and blogs' tag",""
"passed","Tue Apr 18 14:34:24 GMT 2023","Tue Apr 18 14:34:26 GMT 2023","1663","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testSlider","testSlider()",""
"passed","Tue Apr 18 14:35:02 GMT 2023","Tue Apr 18 14:35:03 GMT 2023","1511","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testLinkCaseStudyOne","Test Case Study One link","Scroll down to Recent Works and click on the first work, CAse Study One"
"passed","Tue Apr 18 14:33:56 GMT 2023","Tue Apr 18 14:33:58 GMT 2023","2577","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testDeleteAccount","testDeleteAccount()",""
"passed","Tue Apr 18 14:34:16 GMT 2023","Tue Apr 18 14:34:17 GMT 2023","1212","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio","testQuantityOfPortfolio()",""
"passed","Tue Apr 18 14:35:08 GMT 2023","Tue Apr 18 14:35:09 GMT 2023","1235","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkillTypes","testGetSkillTypes()",""
"passed","Tue Apr 18 14:34:26 GMT 2023","Tue Apr 18 14:34:33 GMT 2023","6421","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testMoveSlider","testMoveSlider()",""
