"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 17:05:53 GMT 2023","Tue Apr 18 17:05:54 GMT 2023","1227","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"passed","Tue Apr 18 17:05:51 GMT 2023","Tue Apr 18 17:05:53 GMT 2023","1621","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogin","Login","Login with right credentials, accepting terms"
"failed","Tue Apr 18 17:07:23 GMT 2023","Tue Apr 18 17:07:24 GMT 2023","1096","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testFileDownload","Test downloading CV","Clicking on Download button CV should be downloaded"
"passed","Tue Apr 18 17:07:07 GMT 2023","Tue Apr 18 17:07:08 GMT 2023","1530","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"passed","Tue Apr 18 17:06:52 GMT 2023","Tue Apr 18 17:06:54 GMT 2023","2224","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testSetProfile","Set Profile","Set profile by giving credentials"
"failed","Tue Apr 18 17:05:59 GMT 2023","Tue Apr 18 17:06:01 GMT 2023","1692","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testContactForm","Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Tue Apr 18 17:07:26 GMT 2023","Tue Apr 18 17:07:27 GMT 2023","1105","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkAbout","Navigate to AboutPage","Clicking on About link navigating to About page"
"passed","Tue Apr 18 17:07:11 GMT 2023","Tue Apr 18 17:07:12 GMT 2023","1359","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistration","Registration","Registration with right credentials"
"passed","Tue Apr 18 17:07:10 GMT 2023","Tue Apr 18 17:07:11 GMT 2023","1155","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testContentOfPortfolio","Titles of Recent Works","Get all the titles of Recent Works in a String array"
"passed","Tue Apr 18 17:06:08 GMT 2023","Tue Apr 18 17:06:14 GMT 2023","6494","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testSavePicture2","Save picture2","Save picture with creating the file at the same time"
"passed","Tue Apr 18 17:08:02 GMT 2023","Tue Apr 18 17:08:09 GMT 2023","7016","","org.example.portio.SkillsPageTest","","org.example.portio.SkillsPageTest","testGetSkills","Skill types & percents HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Tue Apr 18 17:07:27 GMT 2023","Tue Apr 18 17:07:28 GMT 2023","1041","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkService","Navigate to ServicePage","Clicking on Service link navigating to Service page"
"passed","Tue Apr 18 17:06:01 GMT 2023","Tue Apr 18 17:06:08 GMT 2023","6769","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testSavePicture","Save picture1","Save picture to an existing file"
"failed","Tue Apr 18 17:06:47 GMT 2023","Tue Apr 18 17:06:49 GMT 2023","1866","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testProfileUsername","Test profile name","Test is profile name visible after setting account"
"passed","Tue Apr 18 17:05:55 GMT 2023","Tue Apr 18 17:05:56 GMT 2023","1083","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithEnter","Login with Enter","Login pressing button Enter"
"failed","Tue Apr 18 17:07:53 GMT 2023","Tue Apr 18 17:07:55 GMT 2023","2186","","org.example.portio.FooterPageTest","","org.example.portio.FooterPageTest","testPrivacyAndPolicyLink","Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"passed","Tue Apr 18 17:07:16 GMT 2023","Tue Apr 18 17:07:23 GMT 2023","6225","","org.example.portio.ServicePageTest","","org.example.portio.ServicePageTest","testMoveSlider","Move slider1","Move slider from the first item to the last one with pressing right arrow"
"failed","Tue Apr 18 17:07:56 GMT 2023","Tue Apr 18 17:07:58 GMT 2023","1243","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testClickOnNextArrow","Pagination with next arrow","Failed pagination, next-arrow doesn't work"
"failed","Tue Apr 18 17:07:12 GMT 2023","Tue Apr 18 17:07:13 GMT 2023","1359","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistrationWithMissingPassword","Registration - Wrong password","Registration using wrong password"
"passed","Tue Apr 18 17:05:54 GMT 2023","Tue Apr 18 17:05:55 GMT 2023","734","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithoutRegistration","Wrong Login3","Login without registration"
"failed","Tue Apr 18 17:06:55 GMT 2023","Tue Apr 18 17:07:07 GMT 2023","11552","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testExperience","Workplaces","Collecting workplaces in String array and compare a given file"
"passed","Tue Apr 18 17:06:49 GMT 2023","Tue Apr 18 17:06:52 GMT 2023","2361","","org.example.portio.ProfilePageTest","","org.example.portio.ProfilePageTest","testDeleteAccount","Delete Account","Click profile and delete account"
"passed","Tue Apr 18 17:07:24 GMT 2023","Tue Apr 18 17:07:26 GMT 2023","1885","","org.example.portio.AboutPageTest","","org.example.portio.AboutPageTest","testButtonHireMe","Test Hire me button","Test is Hire me button navigates to Contact page"
