"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 21:39:14 GMT 2023","Sun Apr 16 21:39:34 GMT 2023","19584","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testGetTotalItems","testGetTotalItems()",""
"passed","Sun Apr 16 21:38:24 GMT 2023","Sun Apr 16 21:38:25 GMT 2023","1068","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLogout","testLogout()",""
"passed","Sun Apr 16 21:39:53 GMT 2023","Sun Apr 16 21:39:57 GMT 2023","4125","","org.example.portio.ResumePageTest","","org.example.portio.ResumePageTest","testQuantityOfExperiences","testQuantityOfExperiences()",""
"passed","Sun Apr 16 21:40:01 GMT 2023","Sun Apr 16 21:40:02 GMT 2023","1010","","org.example.portio.WorkPageTest","","org.example.portio.WorkPageTest","testQuantityOfPortfolio","testQuantityOfPortfolio()",""
"passed","Sun Apr 16 21:40:05 GMT 2023","Sun Apr 16 21:40:06 GMT 2023","1262","","org.example.portio.RegisterPageTest","","org.example.portio.RegisterPageTest","testRegistration","testRegistration()",""
"passed","Sun Apr 16 21:38:21 GMT 2023","Sun Apr 16 21:38:22 GMT 2023","1167","","org.example.portio.LoginPageTest","","org.example.portio.LoginPageTest","testLoginWithMissingUsername","testLoginWithMissingUsername()",""
"passed","Sun Apr 16 21:38:31 GMT 2023","Sun Apr 16 21:38:32 GMT 2023","1162","","org.example.portio.ContactPageTest","","org.example.portio.ContactPageTest","testNavigateToContactPageWithContactMeButton","testNavigateToContactPageWithContactMeButton()",""
"failed","Sun Apr 16 21:39:05 GMT 2023","Sun Apr 16 21:39:14 GMT 2023","9620","","org.example.portio.BlogPage2Test","","org.example.portio.BlogPage2Test","testWriteBlogThemesFile","testWriteBlogThemesFile()",""
"failed","Sun Apr 16 21:41:29 GMT 2023","Sun Apr 16 21:41:30 GMT 2023","1171","","org.example.portio.CaseStudyPageTest","","org.example.portio.CaseStudyPageTest","testClickOnNextArrow","testClickOnNextArrow()",""
"passed","Sun Apr 16 21:40:25 GMT 2023","Sun Apr 16 21:40:26 GMT 2023","1014","","org.example.portio.HomePageTest","","org.example.portio.HomePageTest","testLinkWork","testLinkWork()",""
