"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Apr 28 23:22:25 GMT 2023","Fri Apr 28 23:22:26 GMT 2023","1631","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Fri Apr 28 23:22:26 GMT 2023","Fri Apr 28 23:22:28 GMT 2023","1459","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"passed","Fri Apr 28 23:22:05 GMT 2023","Fri Apr 28 23:22:23 GMT 2023","17901","","tests.ListTraversalTest","","tests.ListTraversalTest","testGetTotalItems","TC13 - Counting number of blog items","Add the number of blog posts with paginating the pages"
"passed","Fri Apr 28 23:21:57 GMT 2023","Fri Apr 28 23:22:05 GMT 2023","8432","","tests.ListTraversalTest","","tests.ListTraversalTest","testWriteBlogTitlesFile","TC14 - Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Fri Apr 28 23:22:28 GMT 2023","Fri Apr 28 23:22:30 GMT 2023","1845","","tests.LoginTest","","tests.LoginTest","testLogin","TC6 - Login","Login with right credentials, accepting terms"
"failed","Fri Apr 28 23:21:53 GMT 2023","Fri Apr 28 23:21:57 GMT 2023","4069","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"failed","Fri Apr 28 23:21:30 GMT 2023","Fri Apr 28 23:21:37 GMT 2023","6362","","tests.DataInputTest","","tests.DataInputTest","testContactForm","TC16 - Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Fri Apr 28 23:21:49 GMT 2023","Fri Apr 28 23:21:51 GMT 2023","2069","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture","TC20 - Save picture1","TC20 - Save picture to an existing file"
"passed","Fri Apr 28 23:21:24 GMT 2023","Fri Apr 28 23:21:30 GMT 2023","5691","","tests.LogoutTest","","tests.LogoutTest","testLogout","TC26 - Logout","Logging out after logging in"
"passed","Fri Apr 28 23:22:31 GMT 2023","Fri Apr 28 23:22:34 GMT 2023","2514","","tests.DataListingTest","","tests.DataListingTest","testGetContactInfo","TC12 - Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Fri Apr 28 23:21:51 GMT 2023","Fri Apr 28 23:21:53 GMT 2023","1627","","tests.DataSavingTest","","tests.DataSavingTest","testSavePicture2","TC21 - Save picture2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Fri Apr 28 23:21:33 GMT 2023","Fri Apr 28 23:21:36 GMT 2023","3352","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"passed","Fri Apr 28 23:21:37 GMT 2023","Fri Apr 28 23:21:40 GMT 2023","3338","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
