"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Apr 24 08:17:06 GMT 2023","Mon Apr 24 08:17:09 GMT 2023","2799","","tests.ProfilePageTest","","tests.ProfilePageTest","testProfileUsername","Test profile name","Test if profile name is visible after setting account"
"failed","Mon Apr 24 08:16:22 GMT 2023","Mon Apr 24 08:16:24 GMT 2023","2729","","tests.NavigationTest","","tests.NavigationTest","testPrivacyAndPolicyLink","Test Privacy and policy link","Clicking on Privacy and Policy link the user is thrown out of Portio webpage"
"failed","Mon Apr 24 08:16:24 GMT 2023","Mon Apr 24 08:16:27 GMT 2023","2880","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","Test Hire me button","Test if Hire me button navigates to Contact page"
"passed","Mon Apr 24 08:16:34 GMT 2023","Mon Apr 24 08:16:38 GMT 2023","4160","","tests.LoginPageTest","","tests.LoginPageTest","testLoginMultipleUsers","Sequential login","Login repeatedly with valid credentials from file."
"passed","Mon Apr 24 08:16:31 GMT 2023","Mon Apr 24 08:16:33 GMT 2023","1476","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithMissingUsername","Wrong login1","Login with missing username"
"passed","Mon Apr 24 08:17:09 GMT 2023","Mon Apr 24 08:17:12 GMT 2023","2713","","tests.ProfilePageTest","","tests.ProfilePageTest","testDeleteAccount","Delete Account","Click profile and delete account, then try login again"
"passed","Mon Apr 24 08:16:57 GMT 2023","Mon Apr 24 08:16:59 GMT 2023","2426","","tests.ContactPageTest","","tests.ContactPageTest","testGetContactInfo","Contact information","Compare expected HashMap of Contact information with a given JSON file"
"passed","Mon Apr 24 08:17:16 GMT 2023","Mon Apr 24 08:17:18 GMT 2023","1880","","tests.ResumePageTest","","tests.ResumePageTest","testExperience","Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Mon Apr 24 08:16:38 GMT 2023","Mon Apr 24 08:16:41 GMT 2023","2443","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithEnter","Login with Enter","Login pressing button Enter"
"passed","Mon Apr 24 08:16:28 GMT 2023","Mon Apr 24 08:16:29 GMT 2023","1556","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithWrongPassword","Wrong login2","Login with wrong password"
"passed","Mon Apr 24 08:17:05 GMT 2023","Mon Apr 24 08:17:06 GMT 2023","1417","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture3","Save picture2 repetition 2 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"passed","Mon Apr 24 08:17:12 GMT 2023","Mon Apr 24 08:17:15 GMT 2023","2673","","tests.ProfilePageTest","","tests.ProfilePageTest","testSetProfile","Set Profile","Set profile by giving credentials"
"passed","Mon Apr 24 08:16:29 GMT 2023","Mon Apr 24 08:16:31 GMT 2023","1981","","tests.LoginPageTest","","tests.LoginPageTest","testLogin","Login","Login with right credentials, accepting terms"
"passed","Mon Apr 24 08:16:41 GMT 2023","Mon Apr 24 08:16:43 GMT 2023","2378","","tests.BlogPageTest","","tests.BlogPageTest","testWriteBlogTitlesFile","Write file","Collect bolg posts' titles iterating through them and save the text to a file, then read them and compare with expected String"
"passed","Mon Apr 24 08:17:33 GMT 2023","Mon Apr 24 08:17:41 GMT 2023","7938","","tests.SkillsPageTest","","tests.SkillsPageTest","testGetSkills","Skill types & percents in HashMap","Collect all the Skill types & percents in a HashMap"
"passed","Mon Apr 24 08:17:18 GMT 2023","Mon Apr 24 08:17:20 GMT 2023","1814","","tests.ResumePageTest","","tests.ResumePageTest","testQuantityOfExperiences","Number of workplaces","Get the size of workplaces' list"
"skipped","Mon Apr 24 08:17:01 GMT 2023","Mon Apr 24 08:17:01 GMT 2023","0","","tests.ContactPageTest","","tests.ContactPageTest","testContactFormWithoutCheckingCheckbox","Send message without checking checkbox","Unsuccessful message sending: 'Tooltip warning to check checkbox'"
"passed","Mon Apr 24 08:17:30 GMT 2023","Mon Apr 24 08:17:33 GMT 2023","2696","","tests.HomePageTest","","tests.HomePageTest","testLogout","Logout","Logging out after logging in"
"passed","Mon Apr 24 08:16:43 GMT 2023","Mon Apr 24 08:16:56 GMT 2023","13287","","tests.BlogPageTest","","tests.BlogPageTest","testGetTotalItems","Counting number of blog items","Add the number of blog posts with paginating the pages"
"failed","Mon Apr 24 08:17:27 GMT 2023","Mon Apr 24 08:17:28 GMT 2023","1649","","tests.RegisterPageTest","","tests.RegisterPageTest","testNotAcceptTerms","Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Mon Apr 24 08:17:03 GMT 2023","Mon Apr 24 08:17:05 GMT 2023","1502","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture3","Save picture2 repetition 1 of 2","Save picture with creating the file at the same time or deleting it if it exists"
"failed","Mon Apr 24 08:17:28 GMT 2023","Mon Apr 24 08:17:30 GMT 2023","1617","","tests.AboutPageTest","","tests.AboutPageTest","testFileDownload","Test downloading CV","Failed download by clicking on 'Download CV' button"
"failed","Mon Apr 24 08:16:59 GMT 2023","Mon Apr 24 08:17:01 GMT 2023","2485","","tests.ContactPageTest","","tests.ContactPageTest","testContactForm","Send message with Contact Form","Unsuccessful message sending: 'Oops! There was a problem.'"
"passed","Mon Apr 24 08:17:20 GMT 2023","Mon Apr 24 08:17:22 GMT 2023","1582","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistration","Registration","Registration with right credentials"
"passed","Mon Apr 24 08:17:22 GMT 2023","Mon Apr 24 08:17:23 GMT 2023","1702","","tests.RegisterPageTest","","tests.RegisterPageTest","testAcceptTerms","Accept terms","Accept terms by clicking on OK button before Registration"
"passed","Mon Apr 24 08:16:08 GMT 2023","Mon Apr 24 08:16:22 GMT 2023","13424","","tests.NavigationTest","","tests.NavigationTest","testFacebookLink","Test Facebook link","Clicking on Facebook link the user navigates to Facebook webpage"
"passed","Mon Apr 24 08:17:15 GMT 2023","Mon Apr 24 08:17:16 GMT 2023","1943","","tests.ResumePageTest","","tests.ResumePageTest","testYearsOfExperience","Periods of working times","Collect the work years in String array"
"failed","Mon Apr 24 08:17:23 GMT 2023","Mon Apr 24 08:17:25 GMT 2023","1643","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithMissingPassword","Registration - Wrong password","Registration using wrong password"
"passed","Mon Apr 24 08:16:33 GMT 2023","Mon Apr 24 08:16:34 GMT 2023","1562","","tests.LoginPageTest","","tests.LoginPageTest","testLoginWithoutRegistration","Wrong login3","Login without registration"
"failed","Mon Apr 24 08:17:25 GMT 2023","Mon Apr 24 08:17:27 GMT 2023","1560","","tests.RegisterPageTest","","tests.RegisterPageTest","testRegistrationWithWrongEmail","Registration - Wrong email","Registration using wrong email"
"passed","Mon Apr 24 08:17:01 GMT 2023","Mon Apr 24 08:17:03 GMT 2023","1868","","tests.BlogPage2Test","","tests.BlogPage2Test","testSavePicture","Save picture1","Save picture to an existing file"
