"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 22:34:52 GMT 2023","Thu Apr 27 22:34:54 GMT 2023","2523","","tests.DataListingTest","","tests.DataListingTest","testExperience","TC10 - Names of workplaces","Collect workplaces in String array and compare to a given file"
"passed","Thu Apr 27 22:34:46 GMT 2023","Thu Apr 27 22:34:47 GMT 2023","1270","","tests.LoginTest","","tests.LoginTest","testLoginWithWrongPassword","TC8 - Wrong login2","Login with wrong password"
"failed","Thu Apr 27 22:34:14 GMT 2023","Thu Apr 27 22:34:18 GMT 2023","3833","","tests.DataSavingTest","","tests.DataSavingTest","testFileDownload","TC22 - Test downloading CV","Failed download by clicking on 'Download CV' button"
"failed","Thu Apr 27 22:33:50 GMT 2023","Thu Apr 27 22:33:53 GMT 2023","2772","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithMissingPassword","TC4 - Registration, Wrong password","Registration using wrong password"
"passed","Thu Apr 27 22:34:02 GMT 2023","Thu Apr 27 22:34:04 GMT 2023","2501","","tests.DataInputTest","","tests.DataInputTest","testSetProfile","TC15 - Set Profile","Set profile by giving credentials"
"failed","Thu Apr 27 22:34:45 GMT 2023","Thu Apr 27 22:34:46 GMT 2023","1362","","tests.TermsAndConditionsTest","","tests.TermsAndConditionsTest","testNotAcceptTerms","TC2 - Refuse accepting terms","Refuse accepting terms by clicking on Close Icon"
"passed","Thu Apr 27 22:34:00 GMT 2023","Thu Apr 27 22:34:02 GMT 2023","1919","","tests.NavigationTest","","tests.NavigationTest","testButtonHireMe","TC23 - Test 'Hire Me Now' button","Test if 'Hire Me Now' button navigates to Contact page"
"passed","Thu Apr 27 22:34:49 GMT 2023","Thu Apr 27 22:34:50 GMT 2023","1207","","tests.LoginTest","","tests.LoginTest","testLoginWithMissingUsername","TC7 - Wrong login1","Login with missing username"
"failed","Thu Apr 27 22:33:41 GMT 2023","Thu Apr 27 22:33:52 GMT 2023","11485","","tests.DataModificationTest","","tests.DataModificationTest","testProfileUsername","TC18 - Test profile name","Test if profile name is visible after setting account"
"failed","Thu Apr 27 22:33:53 GMT 2023","Thu Apr 27 22:33:56 GMT 2023","3690","","tests.RegistrationTest","","tests.RegistrationTest","testRegistrationWithWrongEmail","TC5 - Registration, Wrong email","Registration using wrong email"
