"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 06 20:33:01 GMT 2023","Thu Apr 06 20:33:01 GMT 2023","205","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testLogout","testLogout()",""
"broken","Thu Apr 06 20:32:59 GMT 2023","Thu Apr 06 20:32:59 GMT 2023","206","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testRegistration","testRegistration()",""
"broken","Thu Apr 06 20:33:00 GMT 2023","Thu Apr 06 20:33:01 GMT 2023","212","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testNavigateToContactPageWithContactMeButton","testNavigateToContactPageWithContactMeButton()",""
"broken","Thu Apr 06 20:32:59 GMT 2023","Thu Apr 06 20:32:59 GMT 2023","207","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testLoginWithoutRegistration","testLoginWithoutRegistration()",""
"broken","Thu Apr 06 20:32:58 GMT 2023","Thu Apr 06 20:32:58 GMT 2023","221","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testLogin","testLogin()",""
"broken","Thu Apr 06 20:33:00 GMT 2023","Thu Apr 06 20:33:00 GMT 2023","190","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testDeleteAccount","testDeleteAccount()",""
"broken","Thu Apr 06 20:32:58 GMT 2023","Thu Apr 06 20:32:59 GMT 2023","206","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testContactForm","testContactForm()",""
"broken","Thu Apr 06 20:33:01 GMT 2023","Thu Apr 06 20:33:01 GMT 2023","255","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testSetProfile","testSetProfile()",""
"broken","Thu Apr 06 20:32:59 GMT 2023","Thu Apr 06 20:32:59 GMT 2023","207","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testLoginWithMissingUsername","testLoginWithMissingUsername()",""
"broken","Thu Apr 06 20:32:56 GMT 2023","Thu Apr 06 20:32:58 GMT 2023","1244","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testLoginWithWrongPassword","testLoginWithWrongPassword()",""
"broken","Thu Apr 06 20:32:58 GMT 2023","Thu Apr 06 20:32:58 GMT 2023","209","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testNavigateToContactPageWithHireMeButton","testNavigateToContactPageWithHireMeButton()",""
"broken","Thu Apr 06 20:32:59 GMT 2023","Thu Apr 06 20:32:59 GMT 2023","209","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testProfileUsername","testProfileUsername()",""
"broken","Thu Apr 06 20:32:59 GMT 2023","Thu Apr 06 20:33:00 GMT 2023","205","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testRegistrationWithMissingPassword","testRegistrationWithMissingPassword()",""
"broken","Thu Apr 06 20:33:00 GMT 2023","Thu Apr 06 20:33:00 GMT 2023","205","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testContactFormWithoutCheckingCheckbox","testContactFormWithoutCheckingCheckbox()",""
"broken","Thu Apr 06 20:32:58 GMT 2023","Thu Apr 06 20:32:58 GMT 2023","215","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testNavigateFromContactPageBackToHomePage","testNavigateFromContactPageBackToHomePage()",""
"broken","Thu Apr 06 20:33:00 GMT 2023","Thu Apr 06 20:33:00 GMT 2023","205","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testRegistrationWithWrongEmail","testRegistrationWithWrongEmail()",""
"broken","Thu Apr 06 20:33:00 GMT 2023","Thu Apr 06 20:33:00 GMT 2023","206","","org.example.portio.PortioTest","","org.example.portio.PortioTest","testLoginWithEnter","testLoginWithEnter()",""
